# Comment
#OTU ID	Smpl1	Smpl2	Smpl3	Smpl4	Smpl5	Smpl6	Smpl7	Smpl8	Smpl9	Smpl10	Smpl11	Smpl12	Smpl13	Smpl14	Smpl15	Smpl16	Smpl17	Smpl18	Smpl19	Smpl20	taxonomy
329096	0	0	0	0	0	0	0	0	0	0	37	47	59	0	23	33	3	71	45	9	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
178885	0	0	0	0	0	0	0	0	0	0	32	14	7	20	33	19	7	18	34	25	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella; s__
4473129	440	433	603	333	134	430	259	304	184	359	358	116	654	381	329	499	218	497	164	553	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__parainfluenzae
817254	11	0	0	3	0	7	25	6	20	19	83	173	133	150	100	115	46	120	148	168	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
3829957	1	7	0	20	1	3	15	4	19	8	10	7	0	10	4	9	2	11	21	18	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
4430561	24	15	88	48	4	25	10	29	70	21	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Escherichia; s__
197286	0	0	0	0	0	0	0	0	0	0	257	195	283	192	151	113	81	198	146	225	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__; s__
112891	0	0	12	0	3	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella; s__
4466616	0	0	0	0	0	0	0	0	0	0	92	33	58	97	72	80	23	62	92	112	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Aggregatibacter; s__segnis
516159	86	71	151	7	43	19	85	31	23	0	0	135	115	225	48	125	68	227	142	79	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Succinivibrionaceae; g__Succinivibrio; s__
231787	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
1109362	137	14	302	195	33	280	173	101	159	241	295	190	60	165	236	233	47	132	289	264	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
1086582	0	0	0	0	0	0	0	0	0	0	334	288	194	205	372	284	8	338	278	302	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__
4295743	360	0	526	419	82	340	373	225	354	124	375	560	282	576	372	317	110	248	294	143	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__parainfluenzae
1105894	6	0	5	5	1	4	10	0	0	33	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Escherichia; s__
3441895	31	63	72	56	14	28	81	38	39	82	117	118	80	12	108	61	12	52	143	87	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
4453773	72	2	77	90	25	0	32	57	9	110	36	121	101	84	108	15	49	25	84	100	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__
290774	3	1	11	6	2	12	1	0	0	0	10	0	0	14	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
4404220	153	69	101	108	31	144	186	30	17	97	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__; s__
4430639	48	5	0	19	0	43	9	12	0	9	0	0	0	0	0	0	0	10	9	8	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__parainfluenzae
4448331	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
4473176	0	0	0	0	0	0	0	0	0	0	180	115	144	114	186	113	28	160	145	191	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Enterobacter; s__hormaechei
541119	780	353	869	866	273	831	882	452	945	897	0	6	0	0	4	0	1	0	5	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
4375000	687	225	722	566	222	636	798	328	179	623	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
832805	3	0	0	0	0	0	18	0	11	0	0	0	2	3	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__
4320756	18	0	30	50	0	0	46	17	0	25	38	28	18	19	0	0	2	19	2	12	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__parainfluenzae
4376234	0	3	0	3	0	0	0	0	0	0	9	3	0	0	0	4	5	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Enterobacter; s__hormaechei
2295957	14	10	0	13	0	0	0	8	6	18	5	14	0	22	22	18	0	14	16	10	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Escherichia; s__
360508	8	11	14	30	9	22	14	3	15	0	56	12	37	31	31	12	8	32	9	35	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Oxalobacter
1109454	11	0	2	15	3	0	2	0	13	11	0	0	22	10	7	15	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Citrobacter; s__
4388820	7077	2045	4707	4018	1595	2071	3123	589	4854	2145	4969	4885	3661	4700	2686	5770	1103	4914	4582	1813	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
1061192	0	0	0	0	0	0	0	0	0	0	210	169	69	35	111	153	36	13	153	133	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales; f__Cardiobacteriaceae; g__Cardiobacterium; s__valvarum
4477696	52	60	117	85	22	81	74	40	79	45	166	157	149	186	133	120	70	88	89	90	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__parainfluenzae
283765	2	4	5	30	8	38	0	12	0	39	988	1129	931	925	709	1099	413	983	1113	935	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Kocuria
69933	62	0	0	88	49	178	148	23	161	168	177	84	35	70	186	136	2	222	85	97	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__
73471	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	15	7	0	2	9	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
403918	0	0	0	0	0	0	0	0	0	0	125	70	38	43	79	49	55	140	115	120	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Propionicimonas; s__
553611	0	0	0	0	0	0	0	0	0	0	42	41	23	27	22	41	3	36	30	39	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium
867184	115	21	35	26	19	19	81	11	36	59	0	0	0	8	33	0	0	7	15	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Parascardovia; s__
559527	115	123	157	157	95	204	157	98	224	228	224	192	215	166	222	315	80	259	210	298	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__longum
185186	2	2	86	28	2	7	33	0	47	25	22	62	23	40	0	32	7	33	47	70	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila
193829	0	0	0	0	0	0	0	0	0	0	46	21	77	57	64	68	11	44	77	16	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila
180110	0	0	0	0	0	0	0	0	0	0	396	413	640	394	569	1042	349	145	296	577	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila
287660	15	14	31	31	11	37	42	7	0	64	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Fusobacteria; c__Fusobacteria; o__Fusobacteriales; f__Fusobacteriaceae; g__Cetobacterium
518865	0	0	0	0	0	0	0	0	0	0	48	5	0	52	0	54	8	30	0	16	k__Bacteria; p__Fusobacteria; c__Fusobacteria; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__
297672	15	0	8	9	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Fusobacteria; c__Fusobacteria; o__Fusobacteriales; f__Fusobacteriaceae; g__Cetobacterium; s__somerae
293351	1238	1163	1032	1041	224	149	1851	470	232	1199	1680	1212	862	1827	1272	1351	440	759	216	478	k__Bacteria; p__Fusobacteria; c__Fusobacteria; o__Fusobacteriales; f__Fusobacteriaceae; g__Cetobacterium; s__somerae
4412860	20	9	16	8	0	11	33	2	27	14	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__
820901	41	25	53	44	14	30	23	29	63	43	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__; g__; s__
4422313	0	0	0	0	0	0	0	0	0	0	88	124	382	381	391	339	37	178	0	234	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__
4359258	49	28	60	47	14	62	52	16	36	52	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__; g__; s__
524633	1	0	0	9	4	0	8	0	6	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__; s__
225636	70	0	114	60	11	130	140	91	159	109	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__; s__
4308127	45	28	80	17	7	54	73	56	43	107	127	132	73	65	138	131	37	97	81	111	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__
4388068	76	47	168	71	83	161	270	176	219	155	216	91	143	169	211	202	88	243	203	134	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__
1129069	12	0	3	0	1	0	0	0	21	22	4	27	0	0	0	4	3	0	0	3	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__
569244	0	67	523	822	65	0	507	127	437	370	556	587	420	779	383	275	114	766	282	922	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__
521033	34	16	31	0	9	12	11	13	0	29	0	0	0	0	10	0	2	19	0	13	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__
4144206	4	0	0	0	9	6	0	1	0	0	0	1	10	1	0	0	0	0	2	0	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__; s__
